project_id,sprint_id,sprint_duration_days,team_size,avg_experience_years,planned_story_points,completed_story_points,velocity_change_pct,backlog_growth_rate,dependency_blockers,scope_change_requests,bug_count,reopened_issues,code_churn_pct,test_coverage_pct,deployment_failures,avg_work_hours,meeting_hours,attrition_risk_score,communication_delay_hours,unplanned_leave_days,days_remaining,milestone_slippage_days,client_priority,delivery_risk
P308,7,14,14,2.0,42,43,-38.6,32.8,2,3,11,2,13.3,72.8,0,7.4,8.3,0.62,10.1,0,31,4,5,1
P227,7,10,14,3.5,66,26,-34.6,24.2,2,7,5,2,43.4,54.3,0,7.2,10.6,0.84,6.7,1,21,4,4,1
P439,12,10,12,1.5,28,70,18.0,5.7,1,5,4,3,6.4,74.2,1,10.3,10.5,0.31,2.5,0,9,2,5,0
P215,12,21,10,2.7,27,27,-7.7,-3.3,1,1,9,3,29.0,92.1,3,9.9,6.3,0.42,1.1,1,39,2,4,0
P243,14,21,10,5.6,69,70,-3.6,13.3,1,1,9,5,19.9,67.9,1,10.4,14.1,0.48,7.3,1,15,1,4,0
P417,2,7,8,1.1,35,45,18.0,3.0,2,0,11,3,18.1,80.7,1,10.7,10.7,0.89,9.9,0,37,4,3,0
P334,12,21,10,5.2,42,62,6.6,-4.7,2,1,9,2,13.4,62.6,1,10.0,10.1,0.22,10.9,1,51,3,1,0
P106,5,7,7,6.4,72,42,-33.2,7.7,0,0,7,1,5.7,51.8,0,10.3,10.8,0.52,10.1,2,85,1,4,1
P144,7,7,8,2.2,48,32,-14.7,11.6,1,1,7,8,41.8,52.6,0,9.0,12.9,0.36,5.3,0,78,2,3,0
P338,7,7,4,2.3,78,73,9.3,19.8,2,0,9,6,28.7,65.6,1,8.6,14.9,0.36,1.5,0,12,3,3,0
P254,6,21,14,1.2,29,47,-0.1,-0.0,1,0,9,5,28.8,75.6,1,7.1,7.2,0.3,4.0,1,46,4,5,0
P280,10,21,7,4.6,31,39,-27.1,29.1,1,0,12,2,6.7,70.4,1,10.5,13.2,0.88,2.7,0,77,3,2,0
P314,10,7,6,5.6,71,25,8.3,-1.7,1,1,8,1,41.3,93.5,1,10.1,7.0,0.16,7.5,1,84,4,3,0
P187,12,14,5,4.2,31,63,-6.5,34.9,2,1,8,4,11.8,59.9,0,7.1,14.4,0.71,11.2,0,68,5,1,0
P355,8,21,5,3.7,49,68,7.3,15.1,0,1,4,2,38.5,68.4,2,10.4,14.7,0.13,5.6,3,51,8,3,0
P172,3,10,11,4.2,29,15,-2.4,-3.4,2,1,11,3,28.6,74.8,1,10.5,11.1,0.25,9.3,0,17,2,4,0
P278,1,14,4,6.5,33,14,-12.2,27.5,2,2,10,4,12.5,64.1,1,7.8,5.0,0.27,3.8,0,77,2,3,0
P311,3,10,11,1.2,23,10,3.7,1.4,0,1,6,3,29.1,71.5,0,7.6,14.2,0.5,1.5,1,25,3,1,0
P392,11,21,12,6.5,66,23,11.9,-1.5,4,1,4,4,21.3,74.2,2,7.8,4.0,0.89,5.2,2,15,6,1,1
P333,2,14,9,5.7,39,40,-12.1,-3.9,1,2,11,2,44.4,74.8,2,10.4,3.3,0.74,5.0,1,75,6,2,0
P338,2,21,4,2.7,60,60,-38.2,14.8,1,1,11,1,44.3,85.2,2,9.9,5.2,0.26,6.7,0,27,4,4,0
P322,14,21,13,4.7,58,28,-4.4,29.6,2,0,7,5,16.2,51.6,2,10.4,10.8,0.43,3.1,2,27,5,2,0
P218,14,14,10,1.3,26,41,-34.6,30.4,2,0,11,1,43.3,77.8,2,7.6,5.8,0.7,2.3,1,81,3,2,0
P412,2,21,8,3.7,49,66,-20.5,25.4,1,1,10,2,30.0,78.6,0,10.2,10.5,0.3,8.3,3,25,2,2,0
P363,5,14,12,2.2,71,40,-7.0,16.2,4,1,13,4,34.0,84.7,1,10.2,6.4,0.78,8.5,1,32,3,1,1
P306,13,21,10,1.2,60,67,-19.3,13.8,3,3,14,7,18.2,68.5,3,10.8,5.8,0.88,1.2,1,77,2,1,0
P194,1,7,8,3.5,43,35,-23.1,6.8,4,0,6,2,38.9,87.3,0,9.7,10.8,0.73,11.5,1,64,2,1,1
P472,10,10,5,6.1,29,57,-38.8,-8.0,4,0,10,3,38.2,87.8,0,10.2,14.3,0.43,2.1,0,17,5,5,0
P321,4,7,7,7.4,71,50,-23.8,27.6,1,1,5,2,44.9,54.5,1,10.7,13.5,0.57,11.6,2,50,5,1,1
P465,14,21,5,5.6,64,34,-16.9,35.0,5,0,8,5,26.4,82.7,1,7.5,4.3,0.48,6.5,4,62,5,1,1
P375,10,21,12,3.8,57,56,-22.6,31.4,5,3,9,1,15.6,73.6,1,8.4,7.5,0.18,10.6,0,72,5,4,0
P479,5,21,5,8.0,55,63,-2.3,32.0,0,1,6,3,19.6,64.4,1,9.4,11.4,0.29,1.7,0,17,5,4,0
P330,2,7,5,3.0,36,66,-0.1,5.0,4,0,4,2,20.0,82.0,2,9.3,7.5,0.29,5.6,6,75,5,2,0
P408,5,21,5,2.3,40,70,6.8,-5.5,3,2,10,1,36.6,68.1,1,7.1,14.2,0.77,4.2,1,52,1,3,0
P218,10,14,4,4.2,77,13,-28.8,29.2,0,1,12,0,27.4,91.0,2,9.4,4.5,0.37,6.6,0,13,5,4,1
P367,4,10,12,4.5,65,40,-2.9,24.4,1,2,10,2,5.7,78.3,0,9.5,14.9,0.33,1.5,0,71,4,2,0
P372,8,21,11,3.5,78,50,-14.2,7.6,2,0,10,2,15.2,85.7,0,9.9,14.5,0.36,11.7,1,81,1,3,0
P163,1,21,5,5.9,22,35,-20.6,27.5,1,2,10,4,30.7,59.7,1,9.2,3.2,0.46,10.1,0,76,6,2,0
P397,12,10,5,2.3,20,28,-11.0,-3.8,3,2,9,4,19.2,84.5,0,9.1,6.4,0.76,4.3,0,59,6,5,0
P449,5,10,8,4.6,37,34,-11.1,19.3,2,4,7,4,21.6,53.6,1,7.9,9.7,0.55,3.1,1,20,7,4,0
P110,14,10,7,4.5,21,56,-1.6,32.9,4,1,8,3,14.6,81.9,0,8.1,13.0,0.61,3.1,1,85,5,2,0
P197,14,7,5,6.8,59,17,-6.4,31.0,1,1,7,3,21.8,57.2,2,8.3,10.3,0.25,5.5,7,37,4,2,0
P170,11,7,11,7.5,67,12,-2.1,24.2,2,2,4,2,30.6,54.5,1,9.5,11.0,0.43,9.0,3,24,3,2,1
P463,12,21,11,5.6,23,42,18.8,2.0,0,2,6,1,16.0,92.8,0,9.3,3.7,0.78,6.6,0,19,3,2,0
P157,10,10,7,3.1,51,37,8.6,-5.4,3,0,9,3,26.6,56.6,1,8.8,3.7,0.38,5.3,1,17,5,5,0
P389,1,21,7,5.8,38,31,-22.5,4.6,3,1,11,3,34.4,65.1,1,7.6,4.7,0.65,5.4,0,46,1,3,0
P350,10,21,12,2.8,39,39,-8.0,17.8,1,1,4,5,10.7,81.6,0,10.2,13.5,0.39,1.5,3,58,3,2,0
P375,10,21,7,7.8,61,56,-26.2,4.2,2,0,13,5,9.7,82.7,2,9.3,11.2,0.13,2.1,0,77,6,3,0
P149,4,7,13,6.8,68,45,-8.9,8.6,2,2,9,7,43.6,61.2,2,7.4,7.1,0.16,4.0,0,55,4,2,0
P457,8,10,14,4.0,68,68,2.7,8.2,1,1,8,1,11.3,85.3,3,8.5,4.5,0.77,7.5,0,78,5,3,0
P315,1,21,12,6.5,72,23,-36.1,5.1,1,3,12,0,29.5,90.5,1,7.8,9.1,0.37,3.3,3,43,5,5,1
P493,11,7,6,3.9,26,23,-31.8,31.6,1,3,12,2,16.1,59.9,0,9.0,3.5,0.89,4.6,0,45,6,5,1
P151,2,14,5,1.5,28,65,-39.6,4.4,4,0,8,4,23.7,82.8,0,10.1,12.2,0.12,5.8,1,42,5,1,0
P370,1,14,14,5.9,26,33,-17.3,34.7,1,4,10,2,40.3,88.6,1,7.0,14.6,0.72,5.8,2,34,3,1,0
P183,11,21,11,3.8,46,58,6.0,-0.6,5,0,7,4,40.1,92.0,1,7.8,9.4,0.88,11.9,3,13,3,3,0
P486,7,21,6,7.5,40,52,-13.0,29.3,1,0,8,0,5.6,82.6,1,7.4,3.9,0.54,3.8,1,34,6,4,0
P392,2,10,5,3.1,54,12,-5.8,23.0,5,0,7,2,41.4,72.5,0,9.3,12.7,0.28,2.1,0,41,4,1,1
P225,1,10,14,6.9,43,32,-4.6,20.1,1,7,5,7,12.9,63.3,0,9.9,12.2,0.76,1.5,0,46,6,4,0
P395,12,21,11,5.8,51,29,-34.6,10.0,2,0,10,4,37.1,86.0,1,8.7,13.0,0.15,8.9,2,84,3,2,1
P171,6,7,11,7.0,31,24,-29.5,26.7,1,1,8,3,39.0,70.2,0,7.2,8.6,0.39,4.0,1,5,7,5,1
P395,6,21,8,3.0,42,52,14.9,12.1,0,0,11,3,40.4,64.1,1,10.3,5.0,0.15,11.1,0,68,4,1,0
P335,10,10,12,4.2,55,42,-12.5,-3.9,1,3,7,1,24.2,61.1,0,8.9,8.6,0.53,8.6,0,18,5,3,0
P155,2,10,14,6.8,68,64,-14.9,2.6,2,1,7,4,22.2,52.1,1,10.4,10.4,0.28,3.0,2,29,5,1,0
P459,1,7,9,5.5,48,50,5.1,-1.8,2,0,8,6,43.0,68.2,0,9.1,7.0,0.43,7.3,1,89,5,3,0
P494,14,21,8,3.5,22,27,-37.3,15.6,4,2,9,2,32.4,82.3,2,8.4,5.6,0.21,5.0,0,84,2,4,0
P209,10,10,6,4.6,62,12,10.4,19.5,4,1,4,1,17.1,79.2,3,7.3,12.4,0.36,10.3,0,16,2,5,1
P291,3,21,10,8.0,27,12,0.2,5.1,1,0,9,1,43.9,80.4,2,7.4,13.0,0.63,9.2,0,83,4,1,0
P491,10,10,12,6.2,53,25,-31.3,-8.2,2,1,17,7,17.9,87.3,1,10.7,14.7,0.77,6.9,2,68,2,1,1
P192,14,14,7,5.3,76,52,-36.1,19.6,1,0,7,1,16.0,51.2,2,9.8,9.0,0.6,8.5,1,31,2,5,1
P449,5,14,14,6.8,33,32,-39.8,-7.2,4,0,8,4,7.5,91.5,1,9.9,14.7,0.55,11.5,2,63,3,2,1
P155,6,14,10,4.1,55,24,-22.4,33.5,3,1,11,1,37.4,57.1,0,7.6,14.6,0.52,10.1,1,9,6,3,1
P159,3,10,6,7.7,67,67,-20.5,29.9,3,0,9,2,20.0,82.7,1,8.9,9.1,0.36,11.8,2,64,6,4,0
P237,9,7,14,4.9,65,49,-29.4,27.4,1,3,4,4,24.2,74.4,0,7.9,14.8,0.36,9.7,0,59,3,1,1
P138,11,14,5,3.3,51,47,-22.8,6.5,2,0,13,0,27.8,63.5,0,8.9,11.4,0.84,7.2,1,62,2,1,0
P127,5,10,14,1.6,26,15,-6.3,23.5,3,2,10,2,32.6,66.7,0,10.1,9.2,0.15,6.4,0,14,6,1,0
P148,13,21,4,3.6,29,55,-33.2,-7.9,4,3,6,3,16.2,56.3,2,10.0,9.9,0.64,10.5,0,44,4,3,0
P224,2,14,9,5.0,31,15,-27.9,-6.0,1,1,5,3,44.2,54.1,0,7.3,7.3,0.45,2.6,2,82,9,1,1
P112,10,7,8,5.9,74,29,-6.3,12.3,4,0,8,7,6.4,68.8,0,9.8,5.9,0.32,8.2,2,23,4,4,1
P135,6,7,5,7.1,79,28,2.3,16.4,6,1,9,4,10.8,94.8,0,8.4,4.2,0.39,8.5,0,81,5,4,1
P200,12,7,6,7.6,59,23,15.9,24.5,2,1,5,2,25.0,69.4,0,7.1,11.1,0.23,10.9,1,16,2,2,0
P381,8,21,12,1.7,42,74,-9.4,3.4,1,1,8,4,40.3,76.2,1,8.2,6.1,0.74,6.3,0,7,3,4,0
P185,11,21,6,5.2,30,38,-33.2,14.4,2,1,6,7,18.6,66.9,1,8.3,12.4,0.11,8.3,2,30,1,1,0
P103,6,7,10,5.7,71,40,-4.5,-7.2,1,3,4,2,30.6,79.8,2,7.5,5.6,0.61,3.4,0,38,4,2,0
P322,4,7,4,2.2,32,34,19.7,11.2,2,1,7,0,31.6,51.1,3,8.8,4.0,0.59,10.6,1,68,4,2,0
P437,6,7,10,4.8,31,55,13.0,20.2,4,1,11,3,41.8,88.2,0,9.5,4.6,0.36,11.6,2,71,6,1,0
P265,8,21,12,3.3,26,61,6.8,34.5,2,2,7,8,20.2,63.6,0,9.5,12.8,0.45,2.6,1,27,6,3,0
P482,8,21,14,1.5,72,25,4.1,24.6,0,3,10,2,44.5,77.3,3,8.1,12.2,0.19,1.9,1,81,5,1,0
P443,13,10,11,1.5,63,20,5.3,34.8,5,2,10,7,12.0,83.1,0,9.4,10.7,0.43,5.4,1,36,3,1,1
P482,10,14,10,6.3,29,27,-34.6,12.4,1,0,8,4,33.6,63.8,1,10.6,13.9,0.84,11.8,2,49,4,1,1
P475,2,21,13,5.3,26,65,-8.8,9.5,2,2,4,0,22.4,54.7,0,7.6,7.6,0.71,11.1,0,87,5,2,0
P377,8,7,11,6.0,70,65,1.4,27.5,1,1,8,2,8.4,74.8,0,7.6,11.9,0.42,4.3,0,13,4,2,0
P229,6,14,7,5.8,77,66,-35.6,10.8,4,1,4,2,30.9,76.1,0,8.8,3.9,0.56,9.3,2,75,7,4,1
P130,2,21,5,1.9,46,25,14.9,24.0,5,2,6,4,16.1,94.7,1,9.5,7.6,0.73,10.0,0,25,4,1,1
P474,1,14,14,2.1,26,15,-32.3,34.8,3,2,8,5,33.3,76.0,0,10.4,10.9,0.34,2.2,0,53,1,2,1
P110,6,10,12,2.8,74,61,-34.7,22.6,3,2,5,3,8.6,94.0,1,7.7,12.0,0.15,1.6,1,75,4,2,1
P401,13,21,6,3.8,69,64,-32.6,-9.4,1,1,11,3,25.7,90.7,0,9.9,8.4,0.86,8.2,2,49,6,3,1
P195,7,7,14,7.6,43,58,-14.6,-1.9,4,3,7,2,21.5,81.1,0,7.4,6.6,0.79,7.7,1,16,2,1,0
P289,14,7,7,5.7,42,65,-7.4,2.4,2,2,11,6,28.5,77.4,1,9.9,13.6,0.56,11.3,1,22,3,4,0
P291,14,10,10,2.8,44,50,-34.3,27.0,4,2,6,1,8.6,56.9,1,10.5,10.6,0.26,6.2,1,13,2,5,0
P365,10,10,5,1.4,63,65,7.2,31.9,4,2,3,1,29.6,77.4,2,8.6,8.9,0.78,6.3,0,21,1,2,0
P227,5,10,11,5.8,55,72,-28.0,19.2,1,3,12,3,10.1,76.2,0,9.8,8.5,0.68,2.3,0,6,6,3,0
P337,14,10,13,5.4,76,37,-6.4,-6.0,2,2,10,3,27.0,89.3,1,9.7,9.0,0.88,2.7,2,38,3,5,1
P454,10,10,11,5.7,52,40,-10.5,12.5,3,1,9,1,5.4,89.0,1,7.5,6.9,0.57,4.9,1,8,2,5,0
P211,8,21,8,2.8,56,64,14.3,28.7,2,1,7,4,19.4,80.2,0,9.5,6.0,0.72,6.4,1,12,2,4,0
P415,11,21,12,4.6,61,61,13.6,6.3,2,0,8,0,29.2,86.2,1,10.8,12.0,0.21,4.3,1,85,2,2,0
P442,13,14,11,3.5,58,55,-25.7,-7.1,4,3,9,1,13.4,76.7,1,10.9,10.8,0.24,11.4,2,21,7,5,0
P244,12,10,4,6.7,71,13,-7.7,25.1,1,1,14,4,13.1,64.6,1,10.5,9.5,0.41,2.6,1,38,1,5,1
P164,9,7,12,1.5,26,31,19.1,19.6,2,0,7,1,17.4,86.3,2,8.4,8.5,0.2,9.5,0,67,4,2,0
P346,4,7,8,2.9,49,54,-20.1,11.0,2,1,8,2,5.1,64.3,1,9.6,5.7,0.5,10.6,0,66,1,3,0
P322,7,10,12,5.2,79,37,-35.6,28.2,4,2,7,3,16.8,53.1,0,10.9,12.1,0.56,5.1,0,60,3,4,1
P412,8,10,12,2.4,50,19,3.1,28.2,3,2,4,3,15.7,55.4,0,11.0,14.3,0.3,11.0,2,79,4,5,0
P205,13,10,13,5.7,76,58,-9.8,21.5,1,4,7,1,24.3,71.4,0,9.1,9.4,0.36,9.8,1,9,7,2,0
P280,6,10,13,2.0,64,60,16.4,32.4,2,0,14,6,27.0,56.6,0,10.5,9.8,0.51,9.7,0,52,3,3,0
P283,2,10,6,1.2,65,52,-5.5,10.4,4,2,8,1,14.2,84.1,0,8.8,11.1,0.41,8.4,1,27,3,1,0
P325,7,7,11,7.0,56,15,-9.3,22.8,3,3,6,2,24.5,90.9,1,9.3,13.5,0.45,6.7,2,64,5,1,1
P364,13,14,10,3.3,40,34,14.9,27.4,1,2,8,2,21.4,84.0,0,7.4,9.0,0.76,2.4,2,18,4,4,0
P377,9,10,10,2.1,53,13,-17.2,18.6,2,1,12,3,6.6,74.2,1,8.5,4.5,0.69,10.4,0,80,7,4,1
P496,5,10,13,2.2,65,33,-4.2,14.9,2,2,6,4,16.6,91.5,1,10.7,11.4,0.82,1.9,1,83,2,5,1
P188,2,10,5,7.2,40,65,10.7,22.9,1,0,7,5,34.3,78.0,1,8.0,4.1,0.76,5.1,1,80,7,1,0
P275,4,21,5,5.6,59,64,-4.1,6.0,3,1,7,2,39.3,84.2,2,9.8,10.2,0.13,10.9,1,13,5,5,0
P117,3,7,5,7.7,39,63,-22.1,6.5,6,2,11,3,41.7,71.8,1,7.8,14.4,0.29,11.8,2,7,2,5,0
P470,4,7,14,6.6,53,12,-6.5,33.9,2,1,8,1,13.1,57.0,2,7.2,7.4,0.67,4.4,0,87,7,3,1
P498,10,14,5,6.4,27,56,-14.1,-4.7,2,1,10,3,18.0,94.1,2,9.6,13.2,0.75,4.0,1,62,3,3,0
P205,7,21,7,4.5,51,39,19.1,27.9,3,0,11,5,41.6,93.5,0,9.4,12.8,0.79,9.2,2,38,8,5,1
P370,10,21,10,6.7,71,50,-36.9,25.5,1,3,13,4,21.7,70.2,0,8.9,13.5,0.26,10.0,0,30,10,2,1
P418,8,21,5,3.9,49,64,6.1,-7.6,0,3,2,2,10.7,69.2,1,8.6,7.0,0.27,7.6,1,71,2,4,0
P266,1,14,8,6.8,48,68,-38.6,21.7,0,3,2,1,27.7,69.8,3,8.3,7.8,0.28,11.5,0,31,3,3,0
P112,13,14,10,6.3,24,49,-3.8,-5.8,2,1,9,3,19.1,70.8,0,10.8,4.2,0.34,5.1,3,84,7,2,0
P436,8,14,12,5.7,49,54,-14.1,-0.5,3,3,11,5,42.6,85.1,1,7.7,6.7,0.33,11.6,0,34,5,5,0
P131,5,21,11,3.3,31,31,14.6,33.1,0,0,5,2,6.8,55.1,0,10.0,13.5,0.61,6.4,1,75,3,1,0
P492,12,7,12,5.4,58,24,-7.6,6.3,4,2,11,5,5.1,82.3,0,7.7,5.7,0.84,2.4,1,41,4,1,1
P139,7,21,10,4.5,46,26,9.6,-7.4,1,1,4,5,35.9,71.0,1,9.4,9.9,0.55,7.7,1,11,3,1,0
P247,11,14,6,4.2,72,68,0.3,13.5,0,3,7,2,41.0,84.2,3,8.9,5.8,0.22,8.0,0,22,4,1,0
P317,11,21,4,7.9,32,34,-13.2,-0.7,3,2,5,6,5.6,60.7,0,10.7,5.7,0.65,6.3,0,48,5,2,0
P318,1,10,13,4.5,66,52,-19.7,9.2,2,1,7,5,7.4,64.6,0,9.3,11.3,0.45,10.7,1,7,0,4,0
P181,2,21,10,1.2,29,73,-33.0,-5.4,2,2,7,4,38.6,87.9,1,9.5,4.8,0.8,5.9,2,74,3,1,0
P432,1,21,14,5.4,55,60,-39.2,-5.7,2,3,9,3,41.3,91.8,1,8.7,12.8,0.86,3.2,1,16,6,2,1
P307,5,7,9,6.1,50,70,-39.9,12.7,2,1,5,2,28.1,67.3,1,9.5,7.8,0.12,10.6,1,19,7,2,0
P300,14,7,5,7.2,35,54,-26.4,5.1,2,1,12,2,17.1,92.7,4,7.6,14.7,0.89,7.4,1,77,6,5,0
P431,14,7,4,5.4,58,12,-6.3,-3.0,2,3,10,3,11.6,89.5,1,8.1,9.6,0.85,5.1,1,48,2,1,1
P137,6,10,13,1.1,64,45,18.5,16.1,1,2,6,1,11.6,63.6,0,9.2,6.0,0.21,9.3,0,45,5,1,0
P310,10,7,7,1.8,55,73,2.3,-7.2,2,2,11,1,5.3,51.8,1,10.2,5.8,0.71,1.9,0,71,0,3,0
P426,9,10,7,2.1,45,37,-35.8,23.9,5,2,13,3,30.4,85.1,0,10.9,5.3,0.28,8.0,3,68,4,5,1
P348,8,14,9,2.5,63,54,-1.3,-7.7,0,1,10,3,29.2,91.0,1,7.5,9.9,0.21,11.7,1,7,6,1,0
P326,7,7,14,6.6,39,30,-10.9,33.7,1,1,6,7,24.3,51.2,0,8.5,10.1,0.32,2.4,1,61,8,5,0
P147,12,21,8,3.2,53,36,-1.8,23.1,0,1,5,3,19.9,91.9,1,9.6,12.0,0.57,5.7,1,42,2,5,0
P117,5,21,12,3.2,56,44,-2.6,30.4,6,1,7,1,35.8,86.2,1,10.2,13.6,0.52,6.5,0,49,5,5,0
P499,14,10,11,6.3,27,57,-31.4,9.8,3,0,9,3,11.4,72.8,0,7.3,10.1,0.31,5.7,3,79,4,1,0
P394,3,7,12,3.9,23,32,15.2,-7.4,3,1,7,0,34.0,88.0,0,10.1,4.4,0.21,9.0,2,46,3,2,0
P295,9,21,13,1.5,78,73,-6.7,0.3,1,1,5,1,34.0,75.5,5,10.7,8.9,0.13,1.9,4,26,4,3,0
P286,13,14,10,5.1,48,22,2.0,33.7,1,0,8,5,39.3,57.2,0,10.0,4.7,0.12,3.8,2,52,3,3,0
P444,5,7,12,1.9,50,39,-16.8,17.9,3,1,14,0,43.0,73.2,2,8.5,14.7,0.76,1.5,1,25,8,4,1
P323,3,14,6,5.0,21,29,-32.7,0.3,3,1,9,3,43.1,54.5,0,9.8,7.7,0.37,2.3,1,8,3,4,0
P417,3,21,12,6.5,44,15,1.5,11.7,2,0,2,2,22.2,56.7,0,9.4,8.9,0.59,8.2,1,24,3,1,0
P496,3,7,5,7.5,57,28,16.5,4.3,1,0,6,5,36.6,68.9,1,10.5,10.0,0.73,5.0,3,13,9,2,1
P464,14,10,12,1.5,22,19,-5.1,12.0,0,4,12,6,16.6,94.7,1,10.0,12.0,0.45,3.5,2,27,5,5,0
P436,6,21,9,3.1,65,65,-28.1,27.6,0,1,6,3,38.9,77.8,2,10.0,3.2,0.27,1.2,2,16,1,3,0
P328,1,14,7,5.6,61,30,-2.6,0.0,4,0,8,0,19.1,64.4,4,10.2,6.9,0.77,8.0,1,74,1,2,0
P489,11,7,14,3.2,62,65,-14.3,8.0,2,1,8,1,17.0,92.2,1,7.7,12.6,0.37,2.0,1,83,4,1,0
P176,4,14,5,4.2,24,66,-16.1,10.1,0,3,10,2,12.4,74.3,0,8.2,10.8,0.75,4.9,1,14,2,4,0
P287,13,14,13,1.1,41,11,14.8,16.4,3,1,7,0,5.3,86.5,0,8.2,9.1,0.15,7.7,0,69,1,2,0
P445,8,10,6,5.9,35,48,4.2,-6.5,5,2,7,1,8.5,69.8,2,7.6,4.6,0.28,7.7,0,57,3,3,0
P369,3,10,8,7.2,28,70,-9.5,-0.7,1,2,6,1,24.7,89.2,1,9.4,13.6,0.54,7.1,0,77,6,5,0
P194,5,21,12,7.8,72,54,-14.9,7.9,3,1,3,3,5.4,68.3,1,7.5,9.3,0.9,3.7,0,85,4,5,1
P409,2,10,10,6.8,67,37,-25.4,26.4,2,1,6,6,39.0,70.6,1,8.6,11.2,0.49,10.3,0,15,6,3,1
P231,2,10,14,1.2,28,27,-19.4,-1.6,3,0,11,5,30.1,93.1,2,8.6,9.0,0.18,11.8,2,5,5,4,0
P138,11,21,14,5.6,68,23,-7.6,29.7,2,1,8,4,11.4,58.3,1,10.7,4.5,0.42,6.6,1,57,3,5,1
P171,13,21,6,4.5,31,64,-37.1,5.3,3,0,4,6,28.3,55.0,0,8.8,3.2,0.49,10.3,1,75,6,5,0
P380,7,21,7,7.6,66,68,-18.5,1.4,2,0,10,3,19.8,58.9,1,7.7,14.9,0.88,9.8,1,60,4,3,0
P432,10,21,14,7.3,61,28,-10.4,8.4,3,1,7,2,26.3,81.5,2,8.5,14.2,0.61,5.0,1,5,0,3,1
P259,3,14,5,7.9,23,50,-3.5,14.9,1,3,9,2,17.4,59.0,1,10.9,10.5,0.6,3.6,2,56,8,3,0
P286,5,14,11,7.0,68,21,4.6,23.0,1,2,8,4,31.6,58.9,2,10.0,10.7,0.26,3.4,1,32,2,1,0
P290,3,21,9,4.8,37,29,-39.2,11.5,1,3,6,2,5.9,51.7,2,9.7,3.4,0.69,5.2,0,64,2,5,1
P219,6,21,6,6.0,37,43,-22.3,26.8,1,2,9,4,33.0,74.1,2,9.5,13.0,0.72,5.6,0,25,1,4,0
P319,13,7,8,7.8,61,45,-24.3,26.8,2,2,5,3,5.5,57.0,1,10.9,4.5,0.53,1.1,0,89,6,4,1
P152,10,7,8,5.0,62,30,-8.7,-9.9,2,0,4,2,10.2,62.8,4,9.2,7.6,0.8,8.9,2,39,5,3,1
P321,3,7,4,6.9,72,65,-12.0,25.6,2,2,9,4,43.0,84.1,1,9.0,8.5,0.81,3.3,3,70,6,4,0
P230,8,10,8,7.6,52,50,-35.2,9.9,4,2,6,3,30.8,82.6,0,9.9,9.3,0.25,8.4,1,78,2,4,0
P336,2,14,9,5.0,61,50,5.7,33.5,0,3,4,2,25.2,56.6,1,9.0,9.3,0.22,11.4,1,63,1,1,0
P345,3,14,13,2.1,22,52,1.2,26.9,2,1,7,2,14.5,83.6,2,8.0,9.8,0.89,5.6,0,87,2,1,0
P325,8,7,13,2.1,78,47,9.3,7.3,3,0,7,5,44.2,53.3,1,9.1,3.5,0.61,2.4,1,7,4,3,1
P307,8,7,14,1.8,57,27,-33.3,18.6,1,0,5,3,39.3,58.4,1,9.0,5.3,0.54,3.6,1,9,3,5,1
P195,1,14,14,4.3,36,17,-9.6,-1.3,1,0,6,4,32.2,50.7,0,9.0,3.1,0.64,7.4,0,47,2,4,0
P299,8,10,14,4.4,31,29,-3.8,3.1,0,2,7,2,33.5,67.4,3,9.4,5.2,0.48,9.5,1,36,8,4,0
P346,10,7,5,5.3,30,66,-37.1,-0.9,0,1,13,1,35.7,73.7,3,8.8,11.3,0.73,1.5,1,10,4,5,0
P171,2,21,6,4.4,36,27,17.6,23.8,3,2,9,3,28.7,90.0,0,10.1,6.4,0.25,1.1,1,78,3,1,0
P417,12,7,13,7.8,54,69,7.7,-9.6,2,2,5,3,33.0,51.9,2,7.6,5.9,0.71,3.0,2,7,3,3,0
P284,7,14,8,3.0,60,11,-25.4,8.3,1,1,11,2,39.1,78.4,5,8.6,8.3,0.6,10.4,1,16,1,1,1
P105,6,14,6,7.1,69,51,-2.3,27.7,5,5,5,2,20.0,55.7,1,7.2,5.9,0.18,3.1,2,42,3,3,0
P305,2,7,8,1.7,79,73,-31.4,21.9,4,3,9,3,5.5,52.2,0,7.6,6.2,0.35,9.9,2,54,4,1,1
P131,5,7,8,5.2,25,53,12.4,9.0,4,3,8,2,33.0,66.8,0,9.5,10.8,0.13,2.8,1,50,4,2,0
P198,7,21,11,5.5,54,60,-34.1,18.5,2,1,11,6,42.4,72.5,4,10.4,13.9,0.53,1.3,1,35,4,1,1
P493,8,21,13,6.4,25,74,14.2,9.4,2,2,9,5,23.4,77.1,3,10.7,9.7,0.3,11.2,0,71,1,4,0
P486,3,10,12,4.5,51,74,9.7,28.0,1,3,8,7,35.3,82.7,3,9.9,5.5,0.19,9.4,1,50,1,1,0
P355,1,10,11,2.4,30,63,-11.3,15.8,2,1,9,2,6.8,66.8,2,9.8,11.0,0.42,7.2,1,74,2,4,0
P286,13,21,6,3.6,62,48,-0.8,18.5,1,2,10,1,15.4,54.1,0,10.6,3.1,0.13,4.6,1,37,2,1,0
P175,7,10,4,2.9,58,17,-25.3,34.5,3,1,8,3,6.6,90.9,1,9.3,7.6,0.87,11.5,0,25,4,3,1
